course title,course url,course description,Ratings,reviews,duration,Lectures,course level,instructors
Natural language processing with NLTK and python,https://www.udemy.com/course/natural-language-processing-with-nltk-and-python/,Learn and apply all of the fundamental concepts in natural language processing using NLTK,Rating: 4.3 out of 5,2 reviews,1.5 total hours,15 lectures,Beginner,Paul O'Neill
Python Machine Learning in 7 Days,https://www.udemy.com/course/python-machine-learning-in-7-days/,Build powerful Machine Learning models using Python with hands-on practical examples in just a week.,Rating: 2.6 out of 5,2 reviews,2.5 total hours,42 lectures,Expert,Packt Publishing
Migrating Oracle Databases to SQL Server (OracleToSQL),https://www.udemy.com/course/migrating-oracle-databases-to-sql-server-oracletosql/,Migrate Oracle Databases to SQL Server step by step,Rating: 3.6 out of 5,2 reviews,2 total hours,30 lectures,Beginner,Bluelime Learning Solutions
Mastering Deep Learning using Apache Spark,https://www.udemy.com/course/mastering-deep-learning-using-apache-spark/,Develop industrial solutions based on deep learning models with Apache Spark,Rating: 3.8 out of 5,2 reviews,2 total hours,29 lectures,Intermediate,Packt Publishing
Learning Path: R: Data Analysis and Machine Learning with R,https://www.udemy.com/course/learning-path-r-data-analysis-and-machine-learning-with-r/,Conquer the wider world of data science with R,Rating: 3.2 out of 5,2 reviews,8.5 total hours,85 lectures,Beginner,Packt Publishing
The Complete Exploratory Analysis Course With Pandas [2022],https://www.udemy.com/course/the-complete-exploratory-analysis-course-with-pandas-2021/,"Learn how to use Python and Pandas for data analysis and data manipulation. Transform, clean and merge data with Python.",Rating: 5.0 out of 5,2 reviews,6 total hours,31 lectures,Beginner,Hoang Quy La
The Complete Data Visualization with Python [2022],https://www.udemy.com/course/the-complete-data-visualization-with-python-2022/,"Learn python and how to use it to analyze, visualize and present data. Includes tons of sample code and hours of video!",Rating: 5.0 out of 5,2 reviews,6.5 total hours,44 lectures,Intermediate,Hoang Quy La
Data Science for AI and Machine Learning Using R,https://www.udemy.com/course/data-science-for-ai-and-machine-learning-using-r/,Become Data Science (Machine Learning) professional by learning from Data Science professional,Rating: 5.0 out of 5,2 reviews,10.5 total hours,93 lectures,All Levels,Shiv Onkar Deepak Kumar
Forecasting the Sales using Time Series Analysis in Python,https://www.udemy.com/course/forecasting-the-sales-using-time-series-analysis-in-python-examturf/,This course comprises all the modules to work effectively with Time Series Analysis and Forecasting using python,Rating: 3.3 out of 5,2 reviews,2 total hours,17 lectures,All Levels,Exam Turf
AI Artificial Intelligence with Python,https://www.udemy.com/course/ai-artificial-intelligence-with-python/,Learn how to analyse and visualize data using Python libraries,Rating: 5.0 out of 5,2 reviews,6.5 total hours,59 lectures,All Levels,eduCBA (CBCPL)
python for finance-machine learning and algorithmic trading,https://www.udemy.com/course/python-for-finance-machine-learning-and-algorithmic-trading/,"Learn Python, Pandas, numpy,machine learning,algorithmic trading to perform well in trading.",Rating: 5.0 out of 5,2 reviews,2 total hours,29 lectures,All Levels,Neural class
Natural Language Processing(NLP) with Python in 5 easy steps,https://www.udemy.com/course/learn-python-nlp-in-5-easy-steps/,"Natural Language Processing(NLP) with Python,Spacy,NLTK,classification with scikit-learn,and sentiment analysis",Rating: 4.1 out of 5,2 reviews,2.5 total hours,7 lectures,Beginner,Zlatko Lazarevski
Machine Learning & Deep Learning with TensorFlow,https://www.udemy.com/course/machine-learning-deep-learning-with-tensorflow/,Unlock modern machine learning and deep learning techniques with the cutting edge library - TensorFlow,Rating: 3.7 out of 5,2 reviews,8 total hours,74 lectures,Beginner,Packt Publishing
2022 Complete Infrastructure As Code ( Beginners ),https://www.udemy.com/course/infrastructure-as-code-beginners/,Hero to Zero / Behind The Scenes,Rating: 5.0 out of 5,2 reviews,8 total hours,95 lectures,Beginner,Rifat Erdem Sahin
"Statistics: Analyzing, Calculating and Understanding",https://www.udemy.com/course/statistics-basic-and-advanced-principles/,Basic and advanced principles,Rating: 3.3 out of 5,2 reviews,6 total hours,29 lectures,All Levels,Lecturio GmbH
Generative Adversarial Networks (GAN): The Complete Guide,https://www.udemy.com/course/generative-adversarial-networks-gan-the-complete-guide/,Generative Adversarial Networks in Python,Rating: 5.0 out of 5,2 reviews,4 total hours,20 lectures,Intermediate,Hoang Quy La
Introduction to Python Machine Learning using Jupyter Lab,https://www.udemy.com/course/python-machine-learning-jupyterlab/,A quick introduction to machine learning using python scikit-learn linear regression for modelling and prediction,Rating: 5.0 out of 5,2 reviews,2.5 total hours,15 lectures,Beginner,Paul Chin
The Complete Recurrent Neural Network with Python Course,https://www.udemy.com/course/the-complete-recurrent-neural-network-with-python-course/,"latent Dirichlet allocation, out-of-core learning, LSTM, and so much more",Rating: 3.7 out of 5,2 reviews,7 total hours,39 lectures,Intermediate,Hoang Quy La
Predictive Modeling and Time Series Analysis with Minitab,https://www.udemy.com/course/predictive-modeling-and-time-series-analysis-with-minitab/,The main aim of this course is to learn how to use Minitab on real forecasting and time series analysis,Rating: 5.0 out of 5,2 reviews,2.5 total hours,16 lectures,All Levels,eduCBA (CBCPL)
Guide To AI & ML Developer Tools,https://www.udemy.com/course/ai-machine-learning-tools/,A complete guide to master the most important tools used in machine learning by developers around the globe,Rating: 3.8 out of 5,2 reviews,7.5 total hours,36 lectures,Beginner,Eduonix Learning Solutions
Forecast Future Demand of Phone Using Predictive Analytics,https://www.udemy.com/course/forecast-future-demand-of-phone-using-predictive-analytics/,Python Machine Learning,Rating: 3.5 out of 5,2 reviews,4 total hours,40 lectures,All Levels,Noel Moses Mwadende
Natural Language Processing using Python,https://www.udemy.com/course/nlp-through-gofai/,Project-based Learning,Rating: 4.4 out of 5,2 reviews,4.5 total hours,16 lectures,Beginner,"Prof Poornachandra Sarang, Ph.D., Aaditya Damle"
(Top 5%) Machine Learning quiz - LinkedIn Assessment Answers,https://www.udemy.com/course/quiz-machine-learning-python-google-analytics-django-mongo/,"Weekly updated LinkedIn skill assessment quiz  in Machine Learning, Python, Google Analytics, Django, MongoDB (2022 )",Rating: 4.3 out of 5,2 reviews,493 questions,All Levels,,Link Pro
Machine Learning for Social Science,https://www.udemy.com/course/machine-learning-for-social-scientists/,"Learn Machine Learning, Statistics and Data Science Using R Programming from Scratch to Advanced with Real Life Projects",Rating: 5.0 out of 5,2 reviews,4.5 total hours,44 lectures,All Levels,Scholarsight Learning
Applied Deep Learning with Keras,https://www.udemy.com/course/applied-deep-learning-with-keras/,Solve complex real-life problems with the simplicity of Keras,Rating: 4.6 out of 5,2 reviews,10.5 total hours,108 lectures,Intermediate,Packt Publishing
Deep Learning with Apache Spark - MasterClass!,https://www.udemy.com/course/deep-learning-with-apache-spark-masterclass/,"A fast-paced guide to implementing practical hands-on examples, streamlining Deep Learning with Apache Spark",Rating: 4.0 out of 5,2 reviews,5.5 total hours,86 lectures,Intermediate,Packt Publishing
Building Big Data Pipelines with SparkR & PowerBI & MongoDB,https://www.udemy.com/course/building-big-data-pipelines-with-sparkr-powerbi-mongodb/,RSpark and MongoDB for Big Data Processing and Predictive Modeling including Visualization with PowerBI Desktop,Rating: 3.7 out of 5,2 reviews,3.5 total hours,25 lectures,All Levels,EBISYS R&D
Fundamentals of Statistics and Visualization in Python,https://www.udemy.com/course/fundamentals-of-statistics-and-visualization-in-python/,Learn to display your data using Python's visualization tools,Rating: 3.8 out of 5,2 reviews,3.5 total hours,22 lectures,Beginner,Packt Publishing
Deep Learning with Python and R: 2-in-1,https://www.udemy.com/course/deep-learning-with-python-and-r-2-in-1/,Implement intelligent systems and enhance algorithms to achieve higher levels of accuracy with deep learning in Python a,Rating: 4.6 out of 5,2 reviews,6 total hours,54 lectures,Beginner,Packt Publishing
From Machine Learning to Deep Learning,https://www.udemy.com/course/from-machine-learning-to-deep-learning/,A journey to explore how Deep Learning evolved from Machine Learning,Rating: 4.3 out of 5,2 reviews,2.5 total hours,6 lectures,All Levels,Sridhar Swaminathan
GCP And Google Cloud Machine Learning,https://www.udemy.com/course/gcp-and-google-cloud-machine-learning/,This course is designed for the people who want to learn and build careers in the field of Data Science.,Rating: 3.4 out of 5,2 reviews,4.5 total hours,40 lectures,All Levels,Spotle Learn
Deep Learning & Machine Learning Masterclass w/ TensorFlowJS,https://www.udemy.com/course/deep-learning-machine-learning-masterclass-w-tensorflowjs/,Learn Machine Learning and Deep Learning from scratch using JavaScript and Tensorflow.js with hands-on projects,Rating: 4.5 out of 5,2 reviews,9.5 total hours,98 lectures,All Levels,"Mammoth Interactive, John Bura"
LEARNING PATH: R: Machine Learning Algorithms with R,https://www.udemy.com/course/learning-path-r-machine-learning-algorithms-with-r/,Conquer the world of machine learning algorithms with R,Rating: 4.2 out of 5,2 reviews,3.5 total hours,42 lectures,Intermediate,Packt Publishing
"Statistics Using SPSS 28, Excel, R & Python: 5 in 1 Course",https://www.udemy.com/course/statistics-masterclass/,"Statistics and Data Science With Using Manual Calculation, Excel, SPSS, R, and Python: Five in One Course",Rating: 4.4 out of 5,2 reviews,3 total hours,46 lectures,All Levels,Scholarsight Learning
Applied Statistics and Data Preparation with Python,https://www.udemy.com/course/applied-statistics-and-data-preparation-with-python/,Applied Statistics with Python,Rating: 1.4 out of 5,2 reviews,2 total hours,47 lectures,Beginner,Goh Ming Hui
Learning Application of R: Part 1 of 3 (Emotion Analysis),https://www.udemy.com/course/emotion-analysis/,"In this Course Series, we discuss Practical Applications developed using R. In this part, we discuss Emotion Analysis.",Rating: 5.0 out of 5,2 reviews,3.5 total hours,20 lectures,Intermediate,Partha Majumdar
Recommender System With Machine Learning and Statistics,https://www.udemy.com/course/recommender-system-with-machine-learning-and-statistics/,Step-By-Step Guide to Build Collaborative Filtering and Association Rule Based Recommender Using Fastai and Python,Rating: 2.0 out of 5,2 reviews,1 total hour,13 lectures,All Levels,Alina Zhang
Introduction to Data Science and Analytics using R,https://www.udemy.com/course/introduction-to-data-science-and-analytics-using-r/,Learn to create & test Machine Learning & Data Science Models in R from Data Science experts. Code templates included.,Rating: 4.3 out of 5,2 reviews,5 total hours,17 lectures,Beginner,Diganta Nil Chatterjee
Data Mining w/ Python and NumPy - Build a Video Recommender,https://www.udemy.com/course/data-mining-w-python-and-numpy-build-a-video-recommender/,Learn how to build a video recommender through Data Mining with Python and NumPy,Rating: 5.0 out of 5,2 reviews,6 total hours,27 lectures,All Levels,"Mammoth Interactive, John Bura"
Achieve your first Machine Learning project in Python in 2h,https://www.udemy.com/course/achieve-your-first-machine-learning-project-python-2h/,Learn quickly about the different steps of Machine Learning projects with Python for Data Science,Rating: 4.7 out of 5,2 reviews,2 total hours,25 lectures,All Levels,Damien Chambon
Real time object detection in video using YOLO on iPhone,https://www.udemy.com/course/real-time-object-detection-in-video-using-yolo-on-iphone/,Learn to build real time object detection in video and images using YOLO algorithm,Rating: 4.3 out of 5,2 reviews,4.5 total hours,24 lectures,Intermediate,Evergreen Technologies
Random Forest Algorithm in Machine Learning,https://www.udemy.com/course/random-forest-algorithm-in-machine-learning-examturf/,Through this training we are going to learn and apply how the random forest algorithm works,Rating: 3.5 out of 5,2 reviews,1.5 total hours,13 lectures,All Levels,Exam Turf
Azure Data Engineering,https://www.udemy.com/course/azure-data-engineering-maruti/,Expertise in designing and implementing data solutions that use Microsoft Azure data services,Rating: 5.0 out of 5,2 reviews,11.5 total hours,38 lectures,Intermediate,Maruti Makwana
Pandas Challenges,https://www.udemy.com/course/pandas-challenges/,Solve these data analysis challenges using the Python Pandas library,Rating: 4.7 out of 5,2 reviews,1.5 total hours,27 lectures,All Levels,Ted Petrou
100 Days of Code: Data Scientist Challenge 2022,https://www.udemy.com/course/100-days-of-code-data-scientist-challenge/,Improve your Python programming and data science skills and solve over 300 exercises!,Rating: 5.0 out of 5,2 reviews,1.5 total hours,331 lectures,All Levels,Paweł Krakowiak
DataScience_Machine Learning - NLP- Python-R-BigData-PySpark,https://www.udemy.com/course/datascience_machine-learning-nlp-python-r-bigdata-pyspark/,DataScience_Machine Learning - NLP- Python-R-BigData-PySpark,Rating: 3.9 out of 5,2 reviews,22 total hours,179 lectures,All Levels,Mythili Eragamreddy
Practical Deep Learning on the Cloud,https://www.udemy.com/course/practical-deep-learning-on-the-cloud/,Build deep learning applications from scratch and deploy them on the cloud in a simple and cost-effective way,Rating: 3.0 out of 5,2 reviews,2.5 total hours,27 lectures,Intermediate,Packt Publishing
Mathematics for AI & ML Developers : The Complete Course,https://www.udemy.com/course/mathematics-for-ai-ml-developers-the-complete-course/,The ultimate program to master fundamentals of mathematics for AI masters,Rating: 3.2 out of 5,2 reviews,5.5 total hours,43 lectures,Beginner,Eduonix Learning Solutions
Beginning Data Science with Python and Jupyter,https://www.udemy.com/course/beginning-data-science-with-python-and-jupyter/,Perform reproducible data analyses with these data exploration tools,Rating: 3.7 out of 5,2 reviews,3 total hours,18 lectures,Beginner,Packt Publishing
The Complete Data Analysis Course 2022 with Python,https://www.udemy.com/course/the-complete-data-analysis-course-2022-with-python/,"Learn and how to use python to analyse, visualize and present data with many challenges, projects and one big assignment",Rating: 5.0 out of 5,2 reviews,6 total hours,32 lectures,Intermediate,Hoang Quy La
Mathematics for AI & ML Developers : The Complete Course,https://www.udemy.com/course/mathematics-for-ai-ml-developers-the-complete-course/,The ultimate program to master fundamentals of mathematics for AI masters,Rating: 3.2 out of 5,2 reviews,5.5 total hours,43 lectures,Beginner,Eduonix Learning Solutions
Artificial Intelligence and Algorithms in Journalism,https://www.udemy.com/course/artificial-intelligence-and-algorithms-in-journalism/,Introduction to Artificial Intelligence and News Algorithms,Rating: 4.1 out of 5,2 reviews,1 total hour,17 lectures,All Levels,Blaise Aboh
Build Machine Learning Web Application with Streamlit,https://www.udemy.com/course/build-machine-learning-web-application-with-streamlit/,Build Real World Anti-Money Laundering Machine Learning Application from Scratch to Detect Suspicious Transaction,Rating: 5.0 out of 5,2 reviews,1.5 total hours,12 lectures,Beginner,Kiran Kumar Shah
Analysing Tweets using R,https://www.udemy.com/course/analysing-tweets-using-r/,"In this Course, we go through the process of analysis of Twitter Data for Emotion Analysis.",Rating: 5.0 out of 5,1 review,3 total hours,24 lectures,Intermediate,Partha Majumdar
Tableau Masterclass: Advanced Training in Tableau Desktop,https://www.udemy.com/course/tableau-masterclass-advanced-training-in-tableau-desktop/,Master Tableau Desktop and bring your data visualizations to new heights with this advanced course.,Rating: 5.0 out of 5,1 review,5 total hours,31 lectures,Expert,Simon Sez IT
Speaking ‘R’ - The Language of Data Science,https://www.udemy.com/course/speaking-r-the-language-of-data-science/,Get a sense of the awesome power of R by learning how complex things are done with ease.,Rating: 2.0 out of 5,1 review,2.5 total hours,19 lectures,Intermediate,Packt Publishing
Automated Content Production,https://www.udemy.com/course/automated-content-production/,Automated News Content Production Using Natural Language Generation,Rating: 5.0 out of 5,1 review,1.5 total hours,23 lectures,All Levels,Blaise Aboh
Statistics for AI & ML Developers,https://www.udemy.com/course/statistics-for-ai-ml-developers/,The complete course to master fundamental statistical concepts for machine learning developers,Rating: 5.0 out of 5,1 review,5.5 total hours,38 lectures,Beginner,Eduonix Learning Solutions
Prerequisites to Machine Learning: A Beginners Guide,https://www.udemy.com/course/prerequisites-to-machine-learning-a-beginners-guide/,Learn all the prerequisites to get into learning the concepts of machine learning,Rating: 5.0 out of 5,1 review,2 total hours,15 lectures,All Levels,Md Hesam Akhter
Machine Learning Interview Prep 90 Multiple Choice Questions,https://www.udemy.com/course/machinelearningpythontest/,Assess your knowledge | Prepare for Machine Learning Interview | 90 questions in 60 minutes,Rating: 4.5 out of 5,1 review,90 questions,All Levels,,SeaportAi .
Big Data and Machine Learning Fundamentals,https://www.udemy.com/course/big-data-ml-ecosystem/,"Big Data Technologies Environment: MapReduce, Hadoop, Artificial Intelligence, Machine Learning and Deep Learning",Rating: 2.0 out of 5,1 review,2.5 total hours,55 lectures,Beginner,IT Mindfulness Academy
Excel Data Analysis - Data Science Masterclass for Beginners,https://www.udemy.com/course/excel-data-analysis-data-science-masterclass-for-beginners/,Learn how to use Pivot Tables to streamline and revolutionize your workflow in Excel,Rating: 4.0 out of 5,1 review,5 total hours,55 lectures,All Levels,"Mammoth Interactive, John Bura"
Deep Learning for NLP - Part 10,https://www.udemy.com/course/ahol-dl4nlp10/,Fake News Detection,Rating: 3.0 out of 5,1 review,4 total hours,19 lectures,Intermediate,Manish Gupta
Deep Learning for NLP - Part 6,https://www.udemy.com/course/ahol-dl4nlp6/,Part 6: Popular Transformer Models,Rating: 5.0 out of 5,1 review,2.5 total hours,14 lectures,Intermediate,Manish Gupta
Excel Data Analysis - Data Science Masterclass for Beginners,https://www.udemy.com/course/excel-data-analysis-data-science-masterclass-for-beginners/,Learn how to use Pivot Tables to streamline and revolutionize your workflow in Excel,Rating: 4.0 out of 5,1 review,5 total hours,55 lectures,All Levels,"Mammoth Interactive, John Bura"
Building Big Data Pipelines with SparkR & Tableau & MongoDB,https://www.udemy.com/course/building-big-data-pipelines-with-sparkr-tableau-mongodb/,RSpark and MongoDB for Big Data Processing and Predictive Modeling including Visualization with Tableau Desktop,Rating: 3.0 out of 5,1 review,4 total hours,26 lectures,All Levels,EBISYS R&D
Sales Analysis With Python & Pandas,https://www.udemy.com/course/introduction-to-sales-analysis-in-python/,Pandas for Sales Analysis,Rating: 4.0 out of 5,1 review,2.5 total hours,34 lectures,All Levels,Mustafa Alawi
Applied Computer Vision For Beginners,https://www.udemy.com/course/applied-computer-vision-for-beginners/,Learn to master computer vision and build cutting edge CV solutions,Rating: 4.0 out of 5,1 review,7 total hours,55 lectures,Beginner,Eduonix Learning Solutions
Product Mentality for Data Scientists and Engineers,https://www.udemy.com/course/product-mentality-for-data-scientists-and-engineers/,Making Data Scientists and Engineers a successful part of the product team.,Rating: 3.0 out of 5,1 review,3.5 total hours,7 lectures,Beginner,Casey Whorton
Fundamentals of Seaborn,https://www.udemy.com/course/fundamentals-of-seaborn/,An Overview of Seaborn and The Different Plots Available in Seaborn,Rating: 5.0 out of 5,1 review,1 total hour,18 lectures,All Levels,AJ Jackson
Massive Data Workloads with Open Source Software,https://www.udemy.com/course/massive-data-workloads-with-open-source-software/,"Tips, Tools and Techniques for Data Aggregation, Storage, Processing, Analysis & Visualization with Open Source Software",Rating: 5.0 out of 5,1 review,3.5 total hours,41 lectures,Intermediate,Israel Ekpo
Advanced Machine Learning with TensorFlow: 3-in-1,https://www.udemy.com/course/advanced-machine-learning-with-tensorflow-3-in-1/,Tackle common machine learning problems to enhance your applications and build deployable solutions with Google’s Tensor,Rating: 2.0 out of 5,1 review,6 total hours,71 lectures,Beginner,Packt Publishing
Python for Machine Learning,https://www.udemy.com/course/python-for-machine-learning-lvl1/,From programmer to Data analytic,Rating: 1.0 out of 5,1 review,13 questions,Beginner,,"Junior Engineers, Abdelhamied Amr"
10 Machine Learning Projects with Python,https://www.udemy.com/course/10-machine-learning-projects-with-python/,In this course you will learn machine learning using python with 10 live projects,Rating: 1.5 out of 5,1 review,2.5 total hours,28 lectures,All Levels,Ashina Sadiq
Amazon Sagemaker: Create and Deploy Machine Learning Today,https://www.udemy.com/course/amazon-sagemaker-create-and-deploy-machine-learning-today/,Learn Foundational Skills,Rating: 4.0 out of 5,1 review,1 total hour,26 lectures,Beginner,Pritika Vipin
Machine Learning in Physics: Glass Identification Problem,https://www.udemy.com/course/machine-learning-in-physics-glass-identification-problem/,Apply machine learning techniques to solve physics problems,Rating: 4.0 out of 5,1 review,1.5 total hours,16 lectures,All Levels,Gasmi Haithem
Ensemble models in machine learning with Python,https://www.udemy.com/course/ensemble-models-in-machine-learning-with-python/,A practical course about ensemble models in machine learning using Python programming language,Rating: 3.5 out of 5,1 review,2 total hours,17 lectures,Intermediate,Gianluca Malato
Introduction to Data Visualization in R,https://www.udemy.com/course/introduction-to-data-visualization-in-r/,Using ggplot2 to create professional graphics,Rating: 4.5 out of 5,1 review,2 total hours,8 lectures,Beginner,Ray James Hoobler
"Object Detect with TensorFlow, React, Mongo, TS, Redis, WS",https://www.udemy.com/course/object-detect-with-tensorflow-react-mongo-ts-redis-ws/,"Build, and Object detection app using TensorFlow built with Node, React, Docker, MongoDB, RedisDB, Websockets",Rating: 3.5 out of 5,1 review,2 total hours,29 lectures,All Levels,eugene maksymenko
Become Certified Machine Learning Professional 2022,https://www.udemy.com/course/machine-learning-professional/,From beginning to pro level,Rating: 3.0 out of 5,1 review,6 total hours,55 lectures,All Levels,Abhinav Bansal
Data Visualization using Python-matplotlib,https://www.udemy.com/course/data-visualization-using-python/,Data Visualization using different types of graphs with live demonstration in Anaconda-Spyder notebook,Rating: 5.0 out of 5,1 review,2.5 total hours,11 lectures,Intermediate,"L J UNIVERSITY, Shanti Verma"
Master Deep Learning | A Step-by-Step Guide for 2022,https://www.udemy.com/course/master-deep-learning-a-step-by-step-guide-for-2021/,Master Deep Learning | A Step-by-Step Guide for 2022 | Practice your skills with 200 (MCQs) Multiple Choice Questions.,Rating: 5.0 out of 5,1 review,8.5 total hours,109 lectures,All Levels,R Tutor
Excel Power Query and M,https://www.udemy.com/course/excel-power-query-and-m/,Use Power Query to format data,Rating: 5.0 out of 5,1 review,8.5 total hours,78 lectures,Beginner,"Mammoth Interactive, John Bura"
NumPy for Data Science and Machine Learning in Python,https://www.udemy.com/course/numpy-for-data-science-and-machine-learning-in-python/,Deep Learning Prerequisites: The Numpy Stack in Python,Rating: 5.0 out of 5,1 review,1 total hour,14 lectures,Beginner,Jobshie .
Machine Learning: Generative Adversarial Networks (GANS),https://www.udemy.com/course/generative-adversarial-networks/,Generative Adversarial Networks (GANs) | Applications | How they work | PyTorch implementation | Image generation,Rating: 5.0 out of 5,1 review,1.5 total hours,12 lectures,Intermediate,Maxime Vandegar
Computer Vision with Python,https://www.udemy.com/course/computer-vision-with-python3/,Mastering Computer Vision with the Python programming Language,Rating: 5.0 out of 5,1 review,1 total hour,20 lectures,Intermediate,Lucas Mayrhofer
Real quick start to learning data science,https://www.udemy.com/course/start-with-data-science-in-67-mins-part-i/,Learn data science real fast,Rating: 3.0 out of 5,1 review,1 total hour,5 lectures,Beginner,Swagat Sarma
Improve Score on Kaggle's Titanic Competition,https://www.udemy.com/course/improve-score-on-kaggles-titanic-competition/,using advanced classification techniques,Rating: 3.0 out of 5,1 review,4 total hours,12 lectures,Intermediate,Tracy Renee
Master Blockchain | A Step-by-Step Guide for 2022,https://www.udemy.com/course/master-blockchain-a-step-by-step-guide-for-2021/,Master Blockchain | A Step-by-Step Guide for 2022 | Practice your skills with 200 (MCQs) Multiple Choice Questions.,Rating: 3.0 out of 5,1 review,8 total hours,132 lectures,All Levels,R Tutor
"Machine Learning Masterclass with Python, TensorFlow, GCP",https://www.udemy.com/course/machine-learning-masterclass-with-python-tensorflow-gcp/,This course by industry experts and academic leaders is designed for the people who want to build careers in this field,Rating: 5.0 out of 5,1 review,10 total hours,74 lectures,Intermediate,Spotle Learn
Learn Natural Language Processing (NLP),https://www.udemy.com/course/learn-natural-language-processing-nlp/,and enter a Kaggle competition,Rating: 3.0 out of 5,1 review,5 total hours,23 lectures,Beginner,Tracy Renee
Data Science: Diabetes Prediction- Model Building Deployment,https://www.udemy.com/course/data-science-diabetes-prediction-model-building-deployment/,A practical hands on Data Science Project on Diabetes Prediction - Model Building & Deployment,Rating: 5.0 out of 5,1 review,1 total hour,28 lectures,All Levels,AutomationGig .
Artificial Intelligence: Path Finding Algorithms,https://www.udemy.com/course/artificial-intelligence-path-finding-algorithms/,Path Finding Algorithms in Python: Depth-first search (DFS) | Breadth-first search (BFS) | A* search algorithm (A*),Rating: 5.0 out of 5,1 review,1.5 total hours,11 lectures,Intermediate,Maxime Vandegar
Text Mining and Natural Language Processing in Python,https://www.udemy.com/course/text-mining-and-natural-language-processing-in-python/,Learn the basics of Natural Language Processing in Python and build your own Deep Learning Sentiment Analysis!,Rating: 5.0 out of 5,1 review,2 total hours,28 lectures,Beginner,Niklas Lang
PRACTICAL DATA ANALYTICS USING EXCEL VBA & POWER BI WITH DAX,https://www.udemy.com/course/practical-data-analytics-using-excel-vba-power-bi-with-dax/,"POWER BI WITH THE M-LANGUAGE, DAX, STATISTICS, VBA AND EXCEL WITH PRACTICAL APPLICATIONS USING A CASE STUDY",Rating: 5.0 out of 5,1 review,3 total hours,14 lectures,Beginner,Alida Herbst
Artificial Intelligence with Crypto Stocks,https://www.udemy.com/course/artificial-intelligence-with-crypto-stocks/,Build 20 ML projects!,Rating: 3.0 out of 5,1 review,11.5 total hours,111 lectures,Beginner,"Mammoth Interactive, John Bura"
"Master Machine Learning: Basics, Jobs and Interview Bootcamp",https://www.udemy.com/course/master-machine-learning-basics-jobs-and-interview-bootcamp/,Learn to create Machine Learning Algorithms in Python | Interview Questions | Fundamental Machine Learning Concepts,Rating: 4.5 out of 5,1 review,6.5 total hours,58 lectures,All Levels,Manik Soni
Cloud Data Lake architecture and end to end implementation,https://www.udemy.com/course/cloud-data-lake-architecture-and-end-to-end-implementation/,End To End Solution and Implementation for Data warehouse and Cloud Data Lake,Rating: 4.0 out of 5,1 review,1 total hour,6 lectures,Intermediate,Somnath Bhattacharjee
Python Pandas for Business Analytics/ Data Science _ Level 1,https://www.udemy.com/course/python-pandas-for-business-analytics-data-science/,Learn faster way to analyze your data using Python's mighty Pandas library_ No coding/ Stats background required,Rating: 5.0 out of 5,1 review,5 total hours,21 lectures,Beginner,Dr. Nisha Arora
How to enter a Kaggle competition,https://www.udemy.com/course/enter-a-kaggle-competition/,and get on the Leaderboard,Rating: 5.0 out of 5,1 review,4 total hours,7 lectures,Beginner,Tracy Renee
How to Crack Data Science Interviews from being a fresher?,https://www.udemy.com/course/how-to-crack-data-science-interviews-from-being-a-fresher/,Clearing Data Science interviews has never been easy to freshers. This course will show the path to achieve their goals.,Rating: 4.0 out of 5,1 review,31 total mins,10 lectures,Beginner,Amit Kumar
Data Science & Machine Learning using Python 3 : HANDS ON,https://www.udemy.com/course/hands-on-data-science-machine-learning-with-python-3/,The BEST Hands-On Data Science & Machine Learning Course with Python 3 for Beginners from Scratch. Ascend your Career !,Rating: 4.5 out of 5,1 review,8.5 total hours,50 lectures,Beginner,Info Digital Experts
Building Big Data Pipelines with R & Sparklyr & Tableau,https://www.udemy.com/course/building-big-data-pipelines-with-r-sparklyr-tableau/,R for Big Data Processing and Predictive Modeling including Visualization with Tableau Desktop,Rating: 3.5 out of 5,1 review,3 total hours,20 lectures,All Levels,EBISYS R&D
Data Visualization with Python,https://www.udemy.com/course/data-visualization-with-python-c/,Basics of data visualizations with Python,Rating: 4.5 out of 5,1 review,41 total mins,22 lectures,Beginner,Ankush Sharma
Complete guide to begin with Python for Data Science,https://www.udemy.com/course/python-go-beginner-to-professional/,"A complete guide to begin your python learning for data science, data analysis and machine learning",Rating: 5.0 out of 5,1 review,10 total hours,62 lectures,Beginner,Play With Data
3 real world deep learning projects,https://www.udemy.com/course/3-real-world-deep-learning-projects/,Learn deep learning by doing latest projects,Rating: 5.0 out of 5,1 review,44 total mins,9 lectures,All Levels,Neural class
Generate photorealistic human faces using GAN,https://www.udemy.com/course/generate-photorealistic-human-faces-using-gan/,Learn how to DCGAN to generate realistic human faces,Rating: 4.5 out of 5,1 review,2 total hours,15 lectures,Intermediate,Evergreen Technologies
2021 Machine Learning Regression Models,https://www.udemy.com/course/2021-machine-learning-regression-models/,Top 8 REGRESSION Models You Must Know in 2021,Rating: 0.0 out of 5,0 reviews,6.5 total hours,64 lectures,All Levels,Python Profits
Tableau for Absolute Beginners (Part 1 of 2),https://www.udemy.com/course/tableau-for-absolute-beginners-part-1-of-2/,Learn Tableau 2022 from absolute beginning to intermediate level.,Rating: 0.0 out of 5,0 reviews,8 total hours,65 lectures,Beginner,Nethra B
